Word,Definition,Context
Burke,,"Cato the Elder, Nietzsche, Thales of Miletus, the potency of the system of city-states, the sustainability of artisans, the process of discovery, the onesidedness of opacity, financial derivatives, antibiotic resistance, bottom-up systems, Socrates’ invitation to overrationalize, how to lecture birds, obsessive love, Darwinian evolution, the mathematical concept of Jensen’s inequality, optionality and option theory, the idea of ancestral heuristics, the works of Joseph de Maistre and Edmund Burke, Wittgenstein’s antirationalism, the fraudulent theories of the economics establishment, tinkering and bricolage, terrorism exacerbated by death of its members, an apologia for artisanal societies, the ethical flaws of the middle class, Paleo-style workouts (and nutrition), the idea of medical iatrogenics, the glorious notion of the magnificent (megalopsychon), my obsession with the idea of convexity (and my phobia of concavity), the late-2000s banki"
Damocles,,"CHAPTER 1   Between Damocles and Hydra Please cut my head off—How by some magic, colors become colors—How to lift weight in Dubai"
appellation,,"We gave the appellation “antifragile” to such a package; a neologism was necessary as there is no simple, noncompound word in the Oxford English Dictionary that expresses the point of reverse fragility. "
conflating,,"Even Russian (Soviet version) and Standard Brooklyn English don’t seem to have a designation for antifragility, conflating it with robustness.2 Half of life—the interesting half of life—we don’t have a name for."
fawning,,"In a Roman recycled version of a Greek myth, the Sicilian tyrant Dionysius II has the fawning courtier Damocles enjoy the luxury of a fancy banquet, but with a sword hanging over his head, tied to the ceiling with a single hair from a horse’s tail. "
cogent,,"The story seems cogent, as I myself saw the eighth episode; central Beirut (the ancient part of the city) was completely destroyed for the eighth time during my late childhood, thanks to the brutal civil war. "
inexorable,,"And like the sword, the danger will be silent, inexorable, and discontinuous. "
denigrate,,"If our formal systems of thought denigrate the natural, and in fact we don’t have a name for antifragility, and fight the concept whenever we use our brains, it does not mean that our actions neglect it. "
apophatic,,"We will have ample discussions of the point particularly with the potent notion of the apophatic (what cannot be explicitly said, or directly described, in our current vocabulary); so for now, take this curious phenomenon. "
subsumed,,"Ancient Mediterranean texts, both Greek and Semitic, also had a reduced vocabulary of a small number of colors polarized around the dark and the light—Homer and his contemporaries were limited to about three or four main colors: black, white, and some indeterminate part of the rainbow, often subsumed as red, or yellow. "
reviled,,"Interestingly, it was the British Prime Minister William Gladstone who first made this discovery in the 1850s (and was unfairly and thoughtlessly reviled for it by the usual journalists). "
interregnum,,"Gladstone, quite an erudite, wrote, during his interregnum between political positions, an impressive seventeen-hundred-page treatise on Homer. "
Homeopathy,,"Homeopathy is based on other principles, such as the one that minute, highly diluted parts of the agents of a disease (so small they can hardly be perceptible, hence cannot cause hormesis) can help cure us of the disease itself. "
ambit,,"The ambit of classical physics includes deep questions about the nature of space, time, and change, and we won’t be afraid to sprinkle some philosophical considerations in among our equations. "
widgets,,"Much like how a carpenter might not care about the difference between 30 centimeter or 30.1-centimeter pieces of wood, a business might not care about the difference between $5.00 USD and $5.10 pricing for widgets they buy. "
ribeye,,"It also assumes substitution, so for example if a ribeye steak goes up in price, it factors that out from the basket of goods and switches to cheaper ground beef, since that’s the consumption pattern that the consumer, now facing higher ribeye prices, opts for. "
pervasive,,Domain dependence is pervasive. 
Cato the Censor,,"Many, like the great Roman statesman Cato the Censor, looked at comfort, almost any form of comfort, as a road to waste.1 He did not like it when we had it too easy, as he worried about the weakening of the will. "
stranglehold,,"In the Greek worldview, dominated by the Oedipus complex, it is the next generation which inherits society, while in the Indian worldview, dominated by the Yayati complex, it is the older generation which always dominates society, explaining the stranglehold of tradition over modernity in Indian society. "
mendicant,,"Devapi chose to become a mendicant, refusing to live in Shantanu’s shadow. "
philosopher,,"A brilliant lawyer, diplomat, and philosopher, one of the most active and versatile minds of his century, he learned the new mathematics in an incredibly short time from the physicist Huygens while visiting Paris on a diplomatic mission. "
